question_id,db_id,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation_TO_FILL
1772,904,A company wants to improve the availability and performance of its application with users in different countries. Which AWS service or feature will help improve availability by routing traffic to the closest healthy endpoints?,AWS Direct Connect,AWS Global Accelerator,AWS Well-Architected Tool,AWS CLI,,A,
1363,905,Which AWS Cloud service provides performance recommendations for an AWS account?,Amazon Inspector,AWS Trusted Advisor,Amazon CloudWatch,AWS CloudTrail,,B,
1629,906,A company sets up its AWS environment and creates eight IAM users for the development team. Which of the following is a best practice for the company to follow to grant permissions to these IAM users?,"Apply the principle of least privilege. Create one password, and set the password for each user.",Provide the development team members with AWS account root user access.,Apply the principle of least privilege. Attach a separate IAM policy for each individual user.,"Apply the principle of least privilege. Grant access to an IAM group, and add the eight users to that group.",,C,
1630,907,A company needs a firewall that will control network connections to and from a single Amazon EC2 instance. This firewall will not control network connections to and from other instances that are in the same subnet. Which AWS service or feature can the company use to meet these requirements?,Network ACL,AWS WAF,,Security group,,A,
1632,908,Which AWS service or tool can automatically identity security groups that grant unrestricted internet access to a list of ports?,AWS Firewall Manager,AWS Trusted Advisor,AWS Shield,Amazon EC2 dashboard,,B,
1247,909,"Where can a user receive help with deploying popular technologies based on AWS best practices, including architecture and deployment instructions?",Amazon QuickSight,AWS Artifact,AWS Config,AWS Quick Starts,,D,
1369,910,How do Amazon EC2 Auto Scaling groups help achieve high availability for a web application?,They automatically add more instances across multiple AWS Regions based on global demand of the application,They automatically add or replace instances across multiple Availability Zones when the application needs it,They enable the application's stalk: content to reside closer to end users,They are able to distribute incoming requests across a tier of web server instances,,B,
1711,911,"A company wants to store a copy of its on-premises data backups to the AWS Cloud. Data durability is not a concern, but the company wants to be able to begin retrieval of the data within milliseconds. What is the MOST cost-effective storage solution?",Amazon S3 Standard,Amazon S3 Standard-Infrequent Access (S3 Standard-IA),Amazon S3 Glacier,Amazon S3 One Zone-Infrequent Access (S3 One Zone-IA),,D,
1448,912,"A company is building an application that requires the ability to send, store, and receive messages between application components. The company has another requirement to process messages in first-in, first-out (FIFO) order. Which AWS service should the company use?",AWS step Functions,Amazon Simple Notification Service (Amazon SNS),Amazon Kinesis Data Streams,Amazon Simple Queue Service (Amazon SQS),,D,
1714,913,A company is using an Amazon EC2 On-Demand Instance for an application. The company wants to migrate the application to an EC2 Reserved Instance (Rl). The application will run on the instance for longer than 3 years. Which EC2 instance purchasing option meets these requirements MOST cost-effectively?,"A No Upfront Standard Rl for a 1-year term, renewed each year",An All Upfront Convertible Rl for a 1-year term,An All Upfront Standard Rl for a 3-year term,A No Upfront Convertible Rl for a 3-year term,,C,
1815,914,"A company created an application to consume and process dat a. The application uses Amazon Simple Queue Service (Amazon SQS) and AWS Lambda functions. The application is currently working as expected, but it occasionally receives several messages that it cannot process properly The company needs to clear these messages to prevent the queue from becoming blocked A developer must implement a solution that makes queue processing always operational. The solution must give the company the ability to defer the messages with errors and save these messages for further analysis What is the MOST operationally efficient solution that meets these requirements?",Configure Amazon CloudWatch Logs to save the error messages to a separate log stream,Create a new SQS queue. Set the new queue as a dead-letter queue for the application queue Configure the Maximum Receives setting.,Change the SQS queue to a FIFO queue Configure the message retention penod to 0 seconds,Configure an Amazon CloudWatch alarm for Lambda function errors Publish messages to an Amazon Simple Notification Service (Amazon SNS) topic to notify administrator users,,B,
1593,915,Which AWS service has a feature to analyze real-time data as the data is streamed into AWS data storage systems?,Amazon Simple Queue Service (Amazon SQS),Amazon Kinesis,Amazon Athena,Amazon S3,,B,
1328,916,"Which AWS service will allow a user to set custom cost and usage limits, and will alert when the thresholds are exceeded?",AWS Organizations,AWS Budgets,Cost Explorer,AWS Trusted Advisor,,B,
1731,917,A company needs to establish a private virtual interface (VIF) from its on-premises network directly to its VPC. Which AWS connectivity option should the company use?,VPC peering,AWS PrivateLink,AWS Global Accelerator,AWS Direct Connect,,A,
1664,918,Which AWS service can a company use lo directly query and analyze AWS Cost and Usage Reports?,Amazon Elasticsearch Service (Amazon ES),Amazon Athena,Amazon Aurora,AWS Glue,,B,
1823,919,An application runs on multiple EC2 instances behind an ELB. Where is the session data best written so that it can be served reliably across multiple requests?,Write data to Amazon ElastiCache.,Write data to Amazon Elastic Block Store,Write data to Amazon EC2 Instance Store,Write data to the root filesystem,,A,
1837,920,A developer is adding a feature to a client-side application so that users can upload videos to an Amazon S3 bucket. What is the MOST secure way to give the application the ability to write files to the S3 bucket?,Update the S3 bucket policy to allow public write access. Allow any user to upload videos by removing the need to handle user authentication within the client-side application,Create a new IAM policy and a corresponding 1AM user with permissions to write to the S3 bucket Store the key and the secret for the user in the application code Use the key to authenticate the video uploads,Configure the API layer of the application to have a new endpoint that creates signed URLs that allow an object to be put into the S3 bucket Generate a presigned URL through this API call in the client application. Upload the video by using the signed URL,Generate a new 1AM key and a corresponding secret by using the AWS account root user credentials Store the key and the secret for the user in the application code. Use the key to authenticate the video uploads,,B,
1728,921,A company wants to increase its ability to recover its infrastructure in the case of a natural disaster. Which pillar of the AWS Well-Architected Framework does this ability represent?,Cost optimization,Performance efficiency,Reliability,Security,,C,
1527,922,Under the AWS shared responsibility model which task is the customer's responsibility when managing AWS Lambda functions?,Creating versions of Lambda functions,Maintaining server and operating systems,Scaling Lambda resources according to demand,Updating the Lambda runtime environment,,A,
1733,923,"A company has an application with robust hardware requirements. The application must be accessed by students who are using lightweight, low-cost laptops. Which AWS service will help the company deploy the application without investing in backend infrastructure or high-end client hardware?",Amazon AppStream 2.0,AWS AppSync,Amazon WorkLink,AWS Elastic Beanstalk,,C,
1309,924,An application that runs on Amazon EC2 needs to accommodate a flexible workload that can run or terminate at any time of day. Which pricing model will accommodate these requirements at the LOWEST cost?,Spot Instances,Reserved Instances,On-Demand Instances,Dedicated Host,,A,
1311,925,A company is building a business intelligence solution and wants to use dashboards for reporting purposes. Which AWS service can be used?,Amazon Redshift,Amazon Elasticsearch Service (Amazon ES),Amazon QuicKSight,Amazon Althena,,C,
1444,926,Service control policies (SCPs) manage permissions for which of the following?,Availability Zones,AWS Regions,AWS Organizations,Edge locations,,C,
1737,927,A company moves a workload to AWS to run on Amazon EC2 instances. The company needs to run the workload in the most cost-effective way. What can the company do to meet this requirement?,Use AWS Key Management Service {AWS KMS).,Use multiple AWS accounts and consolidated billing.,Use AWS CloudFormation to deploy the infrastructure.,Rightslze all the EC2 instances that are used in the deployment.,,D,
1459,928,A company is using multiple Availability Zones to deploy AWS Cloud architecture. Which design principle of the AWS Well-Architected Framework does this example represent?,Implement elasticity,Decouple architecture components,Design for high availability,Thing parallel,,C,
1738,929,"According to security best practices, how should an Amazon EC2 instance be given access to an Amazon S3 bucket?","Hard code an IAM user's secret key and access key directly in the application, and upload the file.","Store the IAM user's secret key and access key in a text file on the EC2 Instance, read the keys, then upload the file.",Have the EC2 instance assume a role to obtain the privileges to upload the file.,Modify the S3 bucket policy so that any service can upload to it at any time.,,C,
1669,930,Which AWS service can be used to decouple applications?,AWS Config,Amazon Simple Queue Service (Amazon SQS),AWS Batch,Amazon Simple Email Service (Amazon SES),,B,
1647,931,"Which AWS service provides domain registration, DNS routing and service health checks?",AWS Direct Connect,Amazon Route 53,Amazon CloudFront,Amazon API Gateway,,B,
1575,932,Amazon Elastic File System (Amazon EFS) and Amazon FSx offer which type of storage?,File storage,Object storage,Block storage,instance store,,A,
1300,933,A startup is working on a new application that needs to go to market quickly. The application requirements may need to be adjusted in the near future. Which of the following is a characteristic of the AWS Cloud that would meet this specific need?,Elasticity,Reliability,Performance,Agility,,D,
1278,934,Which AWS service or feature can be used to prevent SQL injection attacks?,Security groups,Network ACLs,AWS WAF,IAM policy,,C,
1592,935,A company is investigating the possibility of keeping some services in its on-premises data center and having some resources in the AWS Cloud. The company currently accesses AWS over the public internet. Which AWS service or feature will facilitate private connectivity between the on-premises servers and the AWS resources?,NAT gateway,AWS Direct Connect,Amazon S3 Transfer Acceleration,AWS WAF,,A,
1518,936,Which AWS service enables users to create copies of resources across AWS Regions?,Amazon ElastiCache,AWS CloudFormation,AWS CloudTrail,AWS Systems Manager,,B,
1587,937,An e-learning platform needs to run an application for 2 months each year The application will be deployed on Amazon EC2 instances. Any application downtime during those 2 months must be avoided. Which EC2 purchasing option will meet these requirements MOST cost-effectively?,Reserved Instances,Dedicated Hosts,Spot Instances,On-Demand instances,,D,
1279,938,Under the AWS shared responsibility model what are the customer's responsibilities? (Select TWO.),Physical and environmental security,Physical network devices including firewalls,Storage device decommissioning,Security of data in transit,,C,
1327,939,A solutions architect needs to maintain a fleet of Amazon EC2 instances so that any Impaired instances are replaced with new ones. Which AWS service should the solutions architect use?,Amazon Elastic Container Service (Amazon ECS),Amazon GuardDuty,AWS Shield,AWS Auto Scaling,,A,
1378,940,What is a responsibility of AWS in the shared responsibility model?,Updating the network ACLs to block traffic to vulnerable ports.,Patching operating systems running on Amazon EC2 instances.,Updating the firmware on the underlying EC2 hosts.,Updating the security group rules to block traffic to the vulnerable ports.,,C,
1571,941,Which of the following AWS Cloud services can be used to run a customer-managed relational database?,Amazon EC2,Amazon Route 53,Amazon ElastiCache,Amazon DynamoDB,,A,
1720,942,A company wants to improve its security and audit posture by limiting Amazon EC2 inbound access. What should the company use to access instances remotely instead of opening inbound SSH ports and managing SSH keys?,EC2 key pairs,AWS Systems Manager Session Manager,AWS Identity and Access Management (IAM),Network ACLs,,B,
1751,943,Which AWS Trusted Advisor check includes the verification of AWS CloudTraii logging?,Performance,Fault tolerance,Security,Service limits,,C,
1806,944,A developer is writing a new AWS Serverless Application Model (AWS SAM) template with a new AWS Lambda function. The Lambda function runs complex code. The developer wants to test the Lambda function with more CPU power What should the developer do to meet this requirement?,Increase the runtime engine version,Increase the timeout,Increase the number of Lambda layers,Increase the memory.,,D,
1417,945,According to the AWS shared responsibility model what is the sole responsibility of AWS?,Application security,Edge location management,Patch management,Client-side data,,B,
1520,946,Which of the following is an AWS best practice for managing an AWS account root user?,Keep the root user password with the security team,Enable multi-factor authentication (MFA) for the root user,Create an access key for the root user,Keep the root user password consistent for compliance purposes,,B,
1367,947,Access keys in AWS Identity and Access Management (IM1) are used to:,log in to the AWS Management Console,make programmatic calls to AWS from AWS APIs,log in to Amazon EC2 instances,authenticate to AWS CodeCommit repositories,,B,
1257,948,The continual reduction of AWS Cloud pricing is due to:,pay-as-you go pricing.,the AWS global infrastructure.,economies of scale.,reserved storage pricing.,,C,
1824,949,A company is developing a report implemented using AWS Step Functions. Amazon CloudWatch shows errors in the Step Functions task state machine. To troubleshoot each task the state input needs to be included along with the error message in the state output. Which coding practice can preserve both the original input and the error for the state?,Use ResultPath in a Catch statement to include the error with the original input,Use InputPath in a Catch statement and set the value to null.,Use ErrorEquals in a Retry statement to include the error with the original input,Use OutputPath in a Retry statement and set the value to $.,,A,
1379,950,"Which AWS service or feature allows a company to visualize, understand, and manage AWS costs and usage over time?",AWS Budgets,AWS Cost Explorer,AWS Organizations,Consolidated billing,,B,
1705,951,Which AWS database allows for analytics that use SQL queries?,Amazon S3,Amazon Redshift,Amazon DynamoDB,Amazon Neplune,,B,
1490,952,Which AWS service or feature provides a platform for building cloud-based customer service contact centers?,Amazon Pinpoint,Amazon Connect,Amazon Athena,AWS Enterprise Support,,B,
1691,953,Which cloud computing benefit does AWS demonstrate with its ability to offer lower variable costs as a result of high purchase volumes?,Pay-as-you-go pricing,High availability,Global reach,Economies of scale,,D,
1773,954,A company wants to provision an Amazon EC2 instance at the lowest possible cost for a long-term project. The EC2 instance cannot be interrupted. Which EC2 pricing model meets these requirements?,Spot Instances,On-Demand Instances,Reserved Instances,Dedicated Hosts,,C,
1831,955,"A developer manages an application that interacts with Amazon RDS. Alter observing slow performance with read queries, the developer Implements Amazon ElastiCache to update the cache immediately following the primary database update. What will be the result of this approach to caching?",Caching will increase the load on the database instance because the cache is updated for every database update.,Caching will slow performance of the read queries because the cache is updated when the cache cannot find the requested data,The cache will become large and expensive because the infrequently requested data is also written to the cache,Overhead will be added to the initial response time because the cache is updated only after a cache miss,,C,
1380,956,A company has an uninterruptible application that runs on Amazon EC2 instances. The application constantly processes a backlog of files in an Amazon Simple Queue Service (Amazon SQS) queue. This usage is expected to continue to grow for years. What is the MOST cost-effective EC2 instance purchasing model to meet these requirements?,Spot Instances,On-Demand Instances,Savings Plans,Dedicated Hosts,,B,
1285,957,A company needs 24/7 phone email and chat access with a response time of less than 1 hour if a production system has a service interruption. Which AWS Support plan meets these requirements at the LOWEST cost?,Basic,Developer,Business,Enterprise,,D,
1416,958,A customer needs to run a MySQL database that easily scales. Which AWS service should they use?,Amazon Aurora,Amazon Redshift,Amazon DynamoDB,Amazon ElastiCache,,A,
1460,959,Which AWS Cloud benefit is shown by an architecture’s ability to withstand failures with minimal downtime?,Agility,Elasticity,Scalability,High availability,,D,
1504,960,A company is running multiple workloads in the AWS Cloud and recently began investigating ways to reduce costs. The company is already running fault-tolerant workloads on Amazon EC2 that perform periodic checkpoints in case of an outage. Which AWS service or pricing model can provide the GREATEST cost savings?,Capacity Reservations,Amazon Lightsail,Spot Instances,Dedicated Hosts,,A,
1598,961,"Which AWS Support solution provides additional AWS technical support for critical customer events, such as new product launches?",AWS Personal Health Dashboard,Infrastructure event management,Management business reviews,AWS Developer Support,,A,
1624,962,A company has set up its first VPC in the AWS Cloud the VPC includes two public subnets. The company needs to block access to all network traffic that destined for one of the two public subnets if the traffic is from a specific IP address that has identified as malicious. Which AWS service or tool can the company use to meet this requirement?,Network ACL,AWS WAF,VPC route table entry,Security group,,A,
1689,963,A company implements an Amazon EC2 Auto Scaling policy along with an Application Load Balancer to automatically recover unhealthy applications that run on Amazon EC2 instances. Which pillar of the AWS Well-Architected Framework does this action cover?,Security,Performance efficiency,Operational excellence,Reliability,,D,
1493,964,A company needs a persistent cloud environment for development and testing for a project that will run for 3 months. Which Amazon EC2 instance purchasing option meets these requirements MOST cost-effectively?,Reserved Instances,Spot Instances,Dedicated Hosts,On-Demand Instances,,D,
1685,965,Which characteristic of the AWS Cloud helps users eliminate underutilized CPU capacity?,Agility,Elasticity,Reliability,Durability,,B,
1507,966,Which of the following services has a primarily encryption-related purpose?,AWS Security Token Service (AWS STS),Amazon EMR,AWS Key Management Service (AWS KMS),Amazon Macie,,C,
1552,967,Which AWS service automatically handles application health monitoring?,Amazon API Gateway,AWS Elastic Beanstalk,AWS Lambda,AWS Config,,B,
1488,968,Which AWS service can be used to encrypt data at rest?,Amazon GuardDuty,AWS Shield,AWS Security Hub,AWS Key Management Service (AWS KMS),,D,
1323,969,Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?,Implement automation.,Design for agility.,Design for failure.,Implement elasticity.,,C,
1476,970,A company needs to perform a one-time migration of 40 TB of data from its on-premises storage servers to Amazon S3. The transfer must happen as quickly as possible while keeping costs to a minimum. The company has 100 Mbps internet connectivity. Which AWS service will meet these requirements?,AWS Snowball,AWS Direct Connect,AWS Storage Gateway,Amazon S3 Transfer Acceleration,,A,
1471,971,A media company uploads audio and video files to a centralized Amazon S3 bucket from locations that are geographically dispersed. Which AWS solution will optimize transfer speeds for these files?,AWS Global Accelerator,S3 Transfer Accelerator,AWS Direct Connect,Amazon CloudFront,,D,
1775,972,A company needs a data warehouse for analytical workloads. The data warehouse must support standard SQL queries. Which AWS service meets these requirements?,Amazon EMR,Amazon Athena,Amazon Redshift,Amazon RDS,,B,
1599,973,Which documentation does AWS Artifact provide?,Amazon EC2 terms and conditions,AWS ISO certifications,A history of a company's AWS spending,A list of previous-generation Amazon EC2 instance types,,A,
1519,974,A bank needs to store recordings of calls made to its contact center for 6 years. The recordings must be accessible within 48 hours from the time they are requested. Which AWS service will provide a secure and cost-effective solution for retaining these files?,Amazon DynamoDB,Amazon S3 Glacier,Amazon Connect,Amazon ElastiCache,,B,
1525,975,A company wants guidance to optimize the cost and performance of its current AWS environment. Which AWS service or tool should the company use to identify areas for optimization?,Amazon QuickSight,AWS Trusted Advisor,AWS Organizations,AWS Budgets,,B,
1735,976,Which AWS service can a company use to access compliance documentation and AWS agreements?,AWS Security Hub,AWS Identity and Access Management (IAM),AWS Artifact,AWS Certificate Manager (ACM),,C,
1748,977,What is a feature of Amazon Route 53?,Routing users to infrastructure both Inside and outside AWS,Providing a private connection to infrastructure inside AWS,Providing a private connection to Infrastructure outside AWS,Distributing content across edge locations,,C,
1534,978,A company spends several months upgrading its on-premises infrastructure every few years The company wants to reduce infrastructure procurement time by migrating to the AWS Cloud. What is the main benefit of migrating to the AWS Cloud for this use case?,AWS will help move the existing hardware to the AWS data centers,The company will have increased agility with on-demand access to IT resources,Enterprise support will be available to help with recurring application installation and setup,The company will experience less downtime with Multi-AZ deployments,,C,
1570,979,A batch workload takes 5 hours to finish on an Amazon EC2 instance. The amount of data to be processed doubles monthly and the processing time is proportional. What is the best cloud architecture to address this consistently growing demand?,Run the application on a bigger EC2 instance size,Switch to an EC2 instance family that better matches batch requirements.,Distribute the application across multiple EC2 instances and run the workload in parallel.,Run the application on a bare metal EC2 instance,,C,
1762,980,"According to the AWS shared responsibility model, what responsibility does a customer have when using Amazon RDS to host a database?",Manage connections to the database,Install Microsoft SQL Server,Design encryption-at-rest strategies,Apply minor database patches,,C,
1390,981,A user has underutilized on-premises resources. Which AWS Cloud concept can BEST address this Issue?,High availability,Elasticity,Security,Loose coupling,,B,
1763,982,"Which pillar of the AWS Well-Architected Framework aligns with the ability to make frequent, small, and reversible changes to AWS Cloud architecture?",Security,Cost optimization,Operational excellence,Performance efficiency,,C,
1248,983,What is an advantage of deploying an application across multiple Availability Zones?,There is a lower risk of service failure if a natural disaster causes a service disruption in a given AWS Region,The application will have higher availability because it can withstand a service disruption in one Availability Zone,There will be better coverage as Availability Zones are geographical^ distant and can serve a wider area,There will be decreased application latency that will improve the user experience,,B,
1250,984,"When a user wants to utilize their existing per-socket per-core, or per-virtual machine software licenses for a Microsoft Windows server running on AWS, which Amazon EC2 instance type is required?",Spot Instances,Dedicated instances,Dedicated Hosts,Reserved Instances,,C,
1315,985,Which architecture concept describes the ability to deploy resources on demand and release resources when they are no longer needed?,High availability,Decoupled architecture,Resilience,Elasticity,,D,
1296,986,An application is receiving SQL injection attacks from multiple external resources. Which AWS service or feature can help automate mitigation against these attacks?,AWS WAF,Security groups,Elastic Load Balancer,Network ACL,,A,
1381,987,A company wants to improve its security and audit posture by limiting Amazon EC2 inbound access. What should the company use to access instances remotely instead of opening inbound SSH ports and managing SSH keys?,EC2 key pairs,AWS Systems Manager Session Manager,AWS Identity and Access Management (IAM),Network ACLs,,B,
1322,988,A cloud practitioner needs to obtain AWS compliance reports before migrating an environment to the AWS Cloud. How can these reports be generated?,Contact the AWS Compliance team.,Download the reports from AWS Artifact.,Open a case with AWS Support.,Generate the reports with Amazon Made.,,B,
1549,989,Which security service automatically recognizes and classifies sensitive data or intellectual property on AWS?,Amazon GuardDuty,Amazon Macie,Amazon Inspector,AWS Shield,,B,
1777,990,"A company wants to store its noncritical, infrequently accessed data in Amazon S3. The data must be retrievable within seconds. Which S3 storage class meets these requirements MOST cost-effectively?",S3 Glacier,S3 Standard-Infrequent Access (S3 Standard-IA),S3 Intelligent-Tiering,S3 One Zone-Infrequent Access (S3 One Zone-IA),,D,
1395,991,"A company has an application that needs to invoke AWS services, including Amazon Kinesis Data Firehose, AWS Lambda, and AWS CodePipeline. Which AWS service should the company use to meet this requirement?",Amazon Simple Email Service (Amazon SES),Amazon EventBridge (Amazon CloudWatch Events),Amazon Kinesis Data Streams,AWS Database Migration Service (AWS DMS),,C,
1548,992,A company wants to archive its media data as soon as the data is generated. The company needs to store the data for several years Two or three times each year the company must access some of the data within 10 minutes of a request. Which Amazon S3 solution will meet these requirements MOST cost-effectively?,S3 Standard,S3 Glacier with expedited retrievals,S3 Intelligent-Tiering,S3 Glacier Deep Archive,,B,
1464,993,A company is required to store its data close to its primary users. Which benefit of the AWS Cloud supports this requirement?,Security,High availability,Elasticity,Global footprint,,D,
1744,994,A company has a global website with static content. Which AWS service will deliver the static content with low latency?,AWS Lambda,Amazon CloudFront,Amazon EC2 Auto Scaling,AWS Compute Optimizer,,B,
1747,995,A company needs to log information that shows all the AWS resources that the company has launched and terminated. Which AWS service can the company use to meet this requirement?,AWS Trusted Advisor,Amazon CloudWatch,AWS Config,AWS CloudTrail,,C,
1795,996,"A developer has discovered that an application responsible for processing messages in an Amazon SQS queue is routinely falling behind The application is capable of processing multiple messages in one invocation, but is only receiving one message at a time What should the developer do to increase the number of messages the application receives?",Call the ChangeMessageVisibility API for the queue and set MaxNumberOfMessages to a value greater than the default of,Call the AddPormission API to set MaxNumborOfMessages for the ReceiveMessage action to a value greater than the default of 1,Call the ReceiveMessage API to set MaxNumberOfM ess ages to a value greater than the default of 1.,Call the SetQueue Attributes API for the queue and set MaxNumberOfMessages to a value greater than the default of 1,,D,
1588,997,Which AWS service or tool helps identify underutilized Amazon EC2 instances and idle Amazon RDS DB instances at no additional charge?,Cost Explorer,AWS Budgets,AWS Organizations,AWS Trusted Advisor,,D,
1589,998,Which AWS service can identify underutilized Amazon EC2 instances and idle Amazon RDS DB instances in an AWS account?,Amazon Inspector,AWS Trusted Advisor,Amazon Detective,AWS Data Exchange,,B,
1618,999,"A company suspects that its AWS resources are being used for harmful network activities, including port scanning and malware distribution.",AWS Abuse team,AWS technical account manager (TAM),AWS Concierge Support,AWS Support team,,A,
1620,1000,A developer wants to use an Amazon S3 bucket to store application logs that contain sensitive dat a. Which AWS service or feature should the developer use to restrict read and write access to the S3 bucket?,Security groups,Amazon CloudWatch,AWS CloudTrail,ACLs,,C,
1621,1001,"Which benefit is always free of charge with AWS, regardless of a user’s AWS support plan?",AWS Developer Support,AWS Developer Forums,Programmatic case management,AWS technical account manager (TAM),,B,
1634,1002,Which AWS service or tool offers consolidated billing?,AWS Artifact,AWS Budgets,AWS Organizations,AWS Trusted Advisor,,C,
1638,1003,A company provides a web-based ecommerce service that runs in two Availability Zones within a single AWS Region. The web service distributes content that is stored in the Amazon S3 Standard storage class. The company wants to improve the web service's performance globally. What should the company do to meet this requirement?,Change the S3 storage class to S3 Intelligent-Tiering.,Deploy an Amazon CloudFront distribution to cache web server content in edge locations.,Use Amazon API Gateway for the web service,Migrate the website ecommerce servers to Amazon EC2 with enhanced networking.,,B,
1676,1004,A company wants to store internal reports in an Amazon S3 bucket. A compliance requirement states that unauthorized users must not be able to access any new data that is stored in the S3 bucket. What should the company do to meet this requirement?,Create a gateway VPC endpoint to the S3 bucket. Share only that endpoint with authorized users.,Enable server-side encryption (SSE) with customer master keys (CMKs) that are available only to authorized users.,Split the reports into multiple files before storing them in the S3 bucket.,Apply an S3 bucket policy that provides access to the AWS account root user credentials. Instruct the root user to provide access to authorized users.,,D,
1690,1005,Which AWS service or feature is highly available by default?,Amazon EC2,Amazon Aurora,NAT instances,Amazon RDS,,B,
1750,1006,Which AWS service provides a simple way to set up a new multi-account AWS environment and govern it at scale?,AWS Trusted Advisor,AWS Security Hub,AWS Control Tower,AWS Resource Access Manager,,C,
1752,1007,Which AWS Cloud benefit occurs when a company does not have to maintain overprovisioned resources that support peak workloads during periods of low activity?,Pay-as-you-go pricing,Agility,Economy of scale,Elasticity,,A,
1753,1008,A company needs to use third-party software for its workload on AWS. Which AWS service or feature can the company use to purchase the software?,AWS Resource Access Manager,AWS Managed Services,AWS License Manager,AWS Marketplace,,D,
1769,1009,A company needs to optimize the cost of its AWS architecture by identifying unused resources and idle resources. Which AWS service or feature should the company use to meet this requirement?,Amazon Inspector,AWS Config,AWS Trusted Advisor,AWS Organizations,,C,
1297,1010,Which aspect of AWS infrastructure enables global deployment of compute and storage?,Availability Zones,Regions,Tags,Resource groups,,D,
1803,1011,A developer has created a web API that uses Amazon Elastic Container Service (Amazon ECS) and an Application Load Balancer (ALB) An Amazon CloudFront distribution uses the API as an origin for web clients The application has received millions of requests with a JSON Web Token (JWT) that is not valid in the authorization header The developer has scaled out the application to handle the unauthenticated requests What should the developer do to reduce the number of unauthenticated requests to the API?,Add a request routing rule to the ALB to return a 401 status code if the authorization header is missing,Add a container to the ECS task definition to validate JWTs Set the new container as a dependency of the application container,Create a CloudFront function for the distribution Use the crypto module in the function to validate the JWT,Add a custom authorizer for AWS Lambda to the CloudFront distribution to validate the JWT,,D,
1807,1012,A developer needs to modify an application architecture to meet new functional requirements Application data is stored in Amazon DynamoDB and processed for analysis in a nightly batch. The system analysts do not want to wait until the next day to view the processed data and have asked to have it available in near-real time. Which application architecture pattern would enable the data to be processed as it is received?,Event driven,Client-server driven,Fan-out driven,Schedule driven,,A,
1810,1013,"Given the source code for an AWS Lambda function in the local file store, py containing a handler function called get_store and the following AWS CloudFormation template: What should be done to prepare the template so that it can be deployed using the AWS CLI command aws cloudforroation deploy?",Use aws cloudformacion compile to base64 encode and embed the source file into a modified CloudFormation template.,Use aws cloudformacion package to upload the source code to an Amazon S3 bucket and produce a modified CloudFormation template,Use aws lambda zip to package the source file together with the CloudFormation template and deploy the resulting zip archive,Use aws serveriess create-package to embed the source file directly into the existing CloudFormation template,,B,
1812,1014,A developer is building a serverless application that is based on AWS Lambd a. The developer initializes the AWS software development kit (SDK) outside of the Lambda handler function. What is the PRIMARY benefit of this action?,Improves legibility and stylistic convention,Takes advantage of runtime environment reuse,Provides better error handling,Creates a new SDK instance for each invocation,,B,
1816,1015,"A company is using Amazon RDS as the backend database for its application After a recent marketing campaign, a surge of read requests to the database increased the latency of data retrieval from the database. The company has decided to implement a caching layer in front of the database. The cached content must be encrypted and must be highly available Which solution will meet these requirements?",Amazon CloudFront,Amazon ElastiCache for Memcached,Amazon ElastiCache for Redis in cluster mode,Amazon DynamoDB Accelerator (DAX),,C,
1817,1016,A developer needs to create an application that supports Security Assertion Markup Language (SAML) and authentication with social media providers. It must also allow access to AWS services such as Amazon DynamoDB. Which AWS service or feature will meet these requirements with the LEAST amount of additional coding?,AWS AppSync,Amazon Cognito identrtv pools,Amazon Cognito user pools,Amazon Lambda@Edge,,B,
1818,1017,An application running on Amazon EC2 opens connections to an Amazon RDS SQL Server database The developer does not want to store the user name and password for the database in the code. The developer would also like to automatically rotate the credentials. What is the MOST secure way to store and access the database credentials?,Create an IAM role that has permissions to access the database Attach the role to the EC2 instance,Use AWS Secrets Manager to store the credentials Retrieve the credentials from Secrets Manager as needed,Store the credentials in an encrypted text file in an Amazon S3 bucket Configure the EC2 instance's user data to download the credentials from Amazon S3 as the instance boots.,Store the user name and password credentials directly in the source code No further action is needed because the source code is stored in a private repository,,B,
1828,1018,A developer needs to use the AWS CLI on an on-premises development server temporarily to access AWS services while performing maintenance. The developer needs to authenticate to AWS with their identity for several hours. What is the MOST secure way to call AWS CLI commands with the developer's IAM identity?,Specify the developer's IAM access key ID and secret access key as parameters for each CLI command,Run the aws configure CLI command Provide the developer's IAM access key ID and secret access key,Specify the developer's IAM profile as a parameter for each CLI command,Run the get-session-token CLI command with the developer's IAM user. Use the returned credentials to call the CLI,,B,
1829,1019,"A developer created a Lambda function for a web application backend When testing the Lambda function from the AWS Lambda console, the developer can see that the function is being run, but there is no log data being generated in Amazon CloudWatch Logs, even after several minutes. What could cause this situation?",The Lambda function does not have any explicit log statements for the log data to send it to CloudWatch Logs,The Lambda function is missing CloudWatch Logs as a source trigger to send log data,The execution role for the Lambda function is missing permissions to write log data to the CloudWatch Logs,The Lambda function is missing a target CloudWatch Log group,,C,
1704,1020,A company has an application workload that is stateless by design and can sustain occasional downtime. The application performs massively parallel computations. Which Amazon EC2 pricing model should the company choose for its application to reduce cost?,On-Demand Instances,Spot Instances,Reserved Instances,Dedicated Instances,,A,
